50,15.8161,73.4891,25.1434,25.1434,39.0981
100,14.6459,74.9753,46.7605,46.7605,86.9117
150,16.1393,80.223,68.4931,68.4931,78.674
200,16.174,68.75,68.4931,68.4931,78.674
250,17.319,71.8079,68.4931,68.4931,78.674
300,20.4791,74.0325,68.4931,68.4931,78.674
350,17.6143,71.3314,42.6538,42.6538,71.0462
400,16.2974,72.8128,68.4931,68.4931,78.674
450,17.924,76.907,68.4931,68.4931,78.674
500,17.2788,76.6888,68.4931,68.4931,78.674
550,16.8564,77.9546,68.4931,68.4931,78.674
600,20.8471,77.4337,68.4931,68.4931,78.674
650,17.2521,78.2244,42.6538,42.6538,71.0462
700,16.1745,79.9962,42.6538,42.6538,71.0462
750,18.0081,77.7373,42.6538,42.6538,71.0462
800,17.8154,80.7906,42.6538,42.6538,71.0462
850,15.8441,83.5469,70.4934,70.4934,84.6258
900,19.3822,78.8966,70.4934,70.4934,84.6258
950,18.4021,80.7048,70.4934,70.4934,84.6258
1000,18.9559,78.1762,70.4934,70.4934,84.6258
1050,18.8643,78.6003,70.4934,70.4934,84.6258
1100,19.1448,79.7151,70.4934,70.4934,84.6258
1150,20.7788,80.2741,70.4934,70.4934,84.6258
1200,20.248,78.7188,70.4934,70.4934,84.6258
1250,17.8469,74.1156,70.4934,70.4934,84.6258
1300,20.9065,77.6984,70.4934,70.4934,84.6258
1350,20.4888,73.8604,70.4934,70.4934,84.6258
1400,18.6779,83.7147,70.4934,70.4934,84.6258
1450,21.0042,80.996,70.4934,70.4934,84.6258
1500,24.4761,80.9453,70.4934,70.4934,84.6258
1550,19.0596,78.5279,79.698,79.698,82.6937
1600,17.2947,83.2435,79.698,79.698,82.6937
1650,18.9962,83.3472,79.698,79.698,82.6937
1700,19.3474,83.781,79.698,79.698,82.6937
1750,22.6505,81.2705,70.4934,70.4934,84.6258
1800,22.755,83.7392,70.4934,70.4934,84.6258
1850,20.2416,90.1181,70.4934,70.4934,84.6258
1900,22.8256,81.6729,70.4934,70.4934,84.6258
1950,21.1899,85.4496,79.698,79.698,82.6937
2000,16.6293,80.0015,70.4934,70.4934,84.6258
2050,20.779,88.1522,70.4934,70.4934,84.6258
2100,20.5651,81.9305,70.4934,70.4934,84.6258
2150,20.6557,83.9965,70.4934,70.4934,84.6258
2200,23.5154,83.9963,70.4934,70.4934,84.6258
2250,21.3195,84.6044,70.4934,70.4934,84.6258
2300,20.7503,81.4742,70.4934,70.4934,84.6258
2350,21.5548,87.4109,70.4934,70.4934,84.6258
2400,18.2526,84.0681,70.4934,70.4934,84.6258
2450,20.3376,86.44,74.1708,74.1708,71.2794
2500,23.8129,80.2737,74.1708,74.1708,71.2794
2550,18.2705,81.6355,74.1708,74.1708,71.2794
2600,24.4222,79.6865,74.1708,74.1708,71.2794
2650,21.0073,81.9986,74.1708,74.1708,71.2794
2700,19.7107,80.5306,74.1708,74.1708,71.2794
2750,22.9196,78.1311,74.1708,74.1708,71.2794
2800,22.9169,76.9253,74.1708,74.1708,71.2794
2850,24.3916,76.1973,74.1708,74.1708,71.2794
2900,24.4821,74.2756,74.1708,74.1708,71.2794
2950,25.0969,68.8475,74.1708,74.1708,71.2794
3000,27.4469,68.0441,74.1708,74.1708,71.2794
3050,26.6109,70.7467,74.1708,74.1708,71.2794
3100,24.1443,66.5757,74.1708,74.1708,71.2794
3150,29.8432,66.3724,74.1708,74.1708,71.2794
3200,23.0489,71.0343,74.1708,74.1708,71.2794
3250,23.0894,74.1429,74.1708,74.1708,71.2794
3300,28.0058,75.0806,74.1708,74.1708,71.2794
3350,27.9357,72.547,74.1708,74.1708,71.2794
3400,27.18,73.2711,74.1708,74.1708,71.2794
3450,24.3166,69.4794,74.1708,74.1708,71.2794
3500,21.2506,71.132,74.1708,74.1708,71.2794
3550,25.0508,69.7677,74.1708,74.1708,71.2794
3600,26.6144,73.5659,94.9575,94.9575,77.1185
3650,31.5747,68.4526,94.9575,94.9575,77.1185
3700,27.5915,72.2857,94.9575,94.9575,77.1185
3750,29.4271,72.3375,94.9575,94.9575,77.1185
3800,31.9193,73.8129,175.495,175.495,80.2334
3850,29.4399,76.1248,94.9575,94.9575,77.1185
3900,21.9829,76.6063,94.9575,94.9575,77.1185
3950,27.0921,72.1734,94.9575,94.9575,77.1185
4000,32.8113,71.0262,175.495,175.495,80.2334
4050,27.5021,69.7651,175.495,175.495,80.2334
4100,28.8232,72.1681,175.495,175.495,80.2334
4150,32.6422,73.7823,175.495,175.495,80.2334
4200,42.3275,75.8813,175.495,175.495,80.2334
4250,38.1403,72.329,175.495,175.495,80.2334
4300,36.4159,77.3247,175.495,175.495,80.2334
4350,39.4848,75.8589,175.495,175.495,80.2334
4400,41.7935,75.1497,163.522,163.522,73.6857
4450,48.5834,75.7014,175.495,175.495,80.2334
4500,55.4311,73.282,175.495,175.495,80.2334
4550,47.6816,74.621,175.495,175.495,80.2334
4600,54.9553,71.7218,167.086,167.086,73.9944
4650,53.1342,71.7071,163.522,163.522,73.6857
4700,64.5541,68.119,176.924,176.924,70.1996
4750,73.5562,71.9576,228.608,228.608,64.1344
4800,94.1412,69.0248,253.535,253.535,70.8325
4850,116.061,68.7104,246.987,246.987,65.4051
4900,120.656,67.8489,253.535,253.535,70.8325
4950,128.105,65.9174,265.234,265.234,71.6431
5000,134.361,64.3226,260.507,260.507,64.5979
5050,171.359,62.4256,265.234,265.234,71.6431
5100,153.329,64.279,265.234,265.234,71.6431
5150,174.745,64.5543,287.393,287.393,64.848
5200,169.332,64.0803,287.393,287.393,64.848
5250,173.203,64.2851,287.393,287.393,64.848
5300,183.414,64.0478,287.393,287.393,64.848
5350,191.701,64.2832,273.824,273.824,64.7155
5400,175.728,63.6079,273.824,273.824,64.7155
5450,183.119,63.3953,287.393,287.393,64.848
5500,168.128,63.546,286.542,286.542,58.1692
5550,183.325,63.3086,286.542,286.542,58.1692
5600,185.286,63.7459,287.393,287.393,64.848
5650,187.197,62.6398,287.393,287.393,64.848
5700,199.46,62.4429,287.393,287.393,64.848
5750,181.76,63.3776,287.393,287.393,64.848
5800,184.838,63.8813,287.393,287.393,64.848
5850,179.707,64.7534,287.393,287.393,64.848
5900,181.508,63.8481,287.393,287.393,64.848
5950,181.195,64.7918,313.516,313.516,59.7426
6000,177.105,64.0759,313.516,313.516,59.7426
6050,188.117,65.2109,302.25,302.25,65.4364
6100,162.751,65.7142,287.393,287.393,64.848
6150,199.069,64.7295,312.719,312.719,66.1186
6200,192.124,64.2586,302.25,302.25,65.4364
6250,183.038,64.177,302.25,302.25,65.4364
6300,182.725,63.9892,302.25,302.25,65.4364
6350,178.093,64.2065,302.25,302.25,65.4364
6400,162.77,65.852,302.25,302.25,65.4364
6450,181.496,64.68,302.25,302.25,65.4364
6500,194.622,64.4485,302.25,302.25,65.4364
6550,182.984,63.4868,302.25,302.25,65.4364
6600,177.109,63.6081,302.25,302.25,65.4364
6650,183.153,63.2865,302.25,302.25,65.4364
6700,177.134,64.0893,302.25,302.25,65.4364
6750,190.525,63.3289,302.25,302.25,65.4364
6800,193.683,64.6597,307.136,307.136,67.0223
6850,169.022,64.6544,307.136,307.136,67.0223
6900,183.914,64.7117,312.188,312.188,66.8846
6950,184.224,64.3083,312.188,312.188,66.8846
7000,174.427,64.4421,312.188,312.188,66.8846
7050,171.416,64.1825,312.188,312.188,66.8846
7100,172.92,64.0991,312.188,312.188,66.8846
7150,182.064,64.0379,312.188,312.188,66.8846
7200,199.89,64.4036,312.188,312.188,66.8846
7250,188.308,64.2814,312.188,312.188,66.8846
7300,187.932,64.598,312.188,312.188,66.8846
7350,193.715,64.2005,312.188,312.188,66.8846
7400,183.547,64.3058,312.188,312.188,66.8846
7450,163.647,64.667,303.873,303.873,66.2972
7500,171.016,66.2242,303.873,303.873,66.2972
7550,196.975,64.4924,312.188,312.188,66.8846
7600,187.727,66.5015,312.188,312.188,66.8846
7650,184.216,66.1256,312.188,312.188,66.8846
7700,171.873,65.6452,312.188,312.188,66.8846
7750,189.496,65.8454,303.873,303.873,66.2972
7800,180.703,65.5336,303.873,303.873,66.2972
7850,177.794,64.8833,303.873,303.873,66.2972
7900,177.259,65.8126,303.873,303.873,66.2972
7950,171.681,66.2042,303.873,303.873,66.2972
8000,181.666,65.0439,303.873,303.873,66.2972
8050,188.359,65.4035,305.609,305.609,65.5518
8100,169.778,66.5237,305.609,305.609,65.5518
8150,164.213,65.4596,305.609,305.609,65.5518
8200,183.178,65.1279,305.609,305.609,65.5518
8250,161.577,67.4674,305.609,305.609,65.5518
8300,169.817,65.2041,305.609,305.609,65.5518
8350,184.699,65.2686,305.609,305.609,65.5518
8400,168.32,65.9447,305.609,305.609,65.5518
8450,182.079,65.0631,305.609,305.609,65.5518
8500,168.436,64.4935,305.609,305.609,65.5518
8550,172.541,66.0032,305.609,305.609,65.5518
8600,193.158,65.0154,305.609,305.609,65.5518
8650,194.086,65.6497,305.609,305.609,65.5518
8700,179.11,65.7409,305.609,305.609,65.5518
8750,165.541,65.4667,305.609,305.609,65.5518
8800,174.448,67.4,305.609,305.609,65.5518
8850,175.093,66.1956,305.609,305.609,65.5518
8900,179.699,65.2727,305.609,305.609,65.5518
8950,184.65,66.0729,305.609,305.609,65.5518
9000,187.204,65.893,313.916,313.916,70.9338
9050,170.911,67.3801,313.916,313.916,70.9338
9100,170.037,66.9224,313.916,313.916,70.9338
9150,172.014,65.9535,313.916,313.916,70.9338
9200,167.977,65.4607,313.916,313.916,70.9338
9250,165.538,65.3347,313.916,313.916,70.9338
9300,164.386,65.6969,313.916,313.916,70.9338
9350,190.898,65.7775,313.916,313.916,70.9338
9400,184.562,64.8285,313.916,313.916,70.9338
9450,181.493,64.981,313.916,313.916,70.9338
9500,178.261,64.7637,313.916,313.916,70.9338
9550,202.243,64.9151,313.916,313.916,70.9338
9600,192.37,65.7672,313.916,313.916,70.9338
9650,179.548,65.1027,313.916,313.916,70.9338
9700,175.826,65.702,313.916,313.916,70.9338
9750,163.868,65.1901,313.916,313.916,70.9338
9800,177.395,64.781,313.916,313.916,70.9338
9850,175.153,64.6983,313.916,313.916,70.9338
9900,167.601,64.8932,313.916,313.916,70.9338
9950,174.259,66.3641,313.916,313.916,70.9338
10000,176.54,65.1361,313.916,313.916,70.9338
10050,171.678,65.5872,313.916,313.916,70.9338
10100,180.64,65.2774,313.916,313.916,70.9338
10150,158.303,65.2332,313.916,313.916,70.9338
10200,176.239,64.6574,313.916,313.916,70.9338
10250,173.01,65.0185,313.916,313.916,70.9338
10300,183.625,64.8368,313.916,313.916,70.9338
10350,187.576,63.6209,313.916,313.916,70.9338
10400,176.114,64.7545,313.916,313.916,70.9338
10450,180.806,64.411,313.916,313.916,70.9338
10500,181.99,65.0843,313.916,313.916,70.9338
10550,175.881,63.8962,313.916,313.916,70.9338
10600,180.844,64.5769,313.916,313.916,70.9338
10650,173.987,62.9251,313.916,313.916,70.9338
10700,176.306,63.5379,313.916,313.916,70.9338
10750,154.616,63.7067,313.916,313.916,70.9338
10800,172.778,62.75,313.916,313.916,70.9338
10850,181.003,63.7706,313.916,313.916,70.9338
10900,172.933,63.7312,313.916,313.916,70.9338
10950,183.251,63.4319,313.916,313.916,70.9338
11000,169.962,63.1611,313.916,313.916,70.9338
11050,166.037,63.4468,313.916,313.916,70.9338
11100,170.988,63.5942,313.916,313.916,70.9338
11150,171.906,63.0921,313.916,313.916,70.9338
11200,170.595,63.6548,313.916,313.916,70.9338
11250,188.31,63.3438,313.916,313.916,70.9338
11300,175.143,63.2347,313.916,313.916,70.9338
11350,158.527,63.876,313.916,313.916,70.9338
11400,175.458,62.6356,313.916,313.916,70.9338
11450,197.162,62.9897,313.916,313.916,70.9338
11500,185.891,63.7381,313.916,313.916,70.9338
11550,188.685,63.7994,313.916,313.916,70.9338
11600,188.654,62.7289,313.916,313.916,70.9338
11650,181.387,63.6007,313.916,313.916,70.9338
11700,168.77,64.2648,313.916,313.916,70.9338
11750,190.018,64.3149,313.916,313.916,70.9338
11800,173.028,63.3429,313.916,313.916,70.9338
11850,188.11,63.5882,313.916,313.916,70.9338
11900,191.777,64.3784,313.916,313.916,70.9338
11950,186.556,62.9628,313.916,313.916,70.9338
12000,178.989,64.0749,313.916,313.916,70.9338
12050,175.267,63.9073,313.916,313.916,70.9338
12100,175.122,63.2594,313.916,313.916,70.9338
