0.00333333,0,0,0
0.00666667,0.00666667,0.00666667,4.59145e-12
0.01,0.0266667,0.0266667,2.13623e-11
0.0133333,0.06,0.06,2.63397e-11
0.0166667,0.106667,0.106667,1.15365e-10
0.02,0.166667,0.166667,3.09179e-10
0.0233333,0.24,0.24,2.14178e-10
0.0266667,0.326667,0.326667,3.5461e-10
0.03,0.426667,0.426667,3.62015e-10
0.0333333,0.54,0.54,5.09536e-10
0.0366667,0.666667,0.666667,3.757e-10
0.04,0.806667,0.806667,5.37185e-10
0.0433333,0.96,0.96,4.98892e-10
0.0466667,1.12667,1.12667,5.45737e-10
0.05,1.30667,1.30667,5.23404e-10
0.0533333,1.5,1.5,3.00181e-10
0.0566667,1.70667,1.70667,3.00258e-10
0.06,1.92667,1.92667,2.82267e-10
0.0633333,2.16,2.16,2.31038e-10
0.0666667,2.40667,2.40667,2.414e-10
0.07,2.66667,2.66667,1.66837e-10
0.0733333,2.94,2.94,1.99093e-10
0.0766667,3.22667,3.22667,2.01312e-10
0.08,3.52667,3.52667,2.29468e-10
0.0833333,3.84,3.84,2.81502e-10
0.0866667,4.16667,4.16667,2.74685e-10
0.09,4.50667,4.50667,2.7739e-10
0.0933333,4.86,4.86,2.96042e-10
0.0966667,5.22667,5.22667,5.12727e-10
0.1,5.60667,5.60667,5.56781e-10
0.103333,6,6,4.41186e-10
0.106667,6.40667,6.40667,4.47761e-10
0.11,6.82667,6.82667,3.24973e-10
0.113333,7.26,7.26,2.63547e-10
0.116667,7.70667,7.70667,2.19099e-10
0.12,8.16667,8.16667,2.26174e-10
0.123333,8.64,8.64,3.03919e-10
0.126667,9.12667,9.12667,2.60777e-10
0.13,9.62667,9.62667,2.9655e-10
0.133333,10.14,10.14,3.26604e-10
0.136667,10.6667,10.6667,3.97619e-10
0.14,11.2067,11.2067,4.26503e-10
0.143333,11.76,11.76,4.20688e-10
0.146667,12.3267,12.3267,4.00721e-10
0.15,12.9067,12.9067,3.89474e-10
0.153333,13.5,13.5,4.01967e-10
0.156667,14.1067,14.1067,3.24472e-10
0.16,14.7267,14.7267,3.46095e-10
0.163333,15.36,15.36,3.17732e-10
0.166667,16.0067,16.0067,3.33767e-10
0.17,16.6667,16.6667,3.67439e-10
0.173333,17.34,17.34,3.61114e-10
0.176667,18.0267,18.0267,3.13556e-10
0.18,18.7267,18.7267,2.99334e-10
0.183333,19.44,19.44,2.96519e-10
0.186667,20.1667,20.1667,2.71351e-10
0.19,20.9067,20.9067,2.78814e-10
0.193333,21.66,21.66,2.8199e-10
0.196667,21.6487,21.5915,0.0187392
0.2,18.3852,16.5138,0.70508
0.203333,18.4833,16.4104,0.802057
0.206667,16.919,14.3807,1.22643
0.21,16.2965,13.1932,1.67163
0.213333,16.3151,13.0904,1.84796
0.216667,16.2815,12.9342,2.04855
0.22,16.2582,12.8857,2.18865
0.223333,16.1954,12.8121,2.28289
0.226667,16.1026,12.7568,2.31751
0.23,15.9787,12.7025,2.31225
0.233333,15.8276,12.6461,2.269
0.236667,15.657,12.586,2.2038
0.24,15.4721,12.5173,2.13978
0.243333,15.2762,12.4328,2.09213
0.246667,15.0781,12.3418,2.06077
0.25,14.8798,12.2397,2.05697
0.253333,14.6918,12.1392,2.07751
0.256667,14.5269,12.0479,2.11374
0.26,14.3166,11.8561,2.21749
0.263333,14.1473,11.7002,2.33404
0.266667,13.9843,11.5264,2.49561
0.27,13.8296,11.3361,2.71083
0.273333,13.6852,11.1337,2.99627
0.276667,13.5521,10.9219,3.36618
0.28,13.4166,10.6892,3.80887
