0.00333333,9.31323e-10,0.7,0
0.00666667,9.31323e-10,0.699889,0
0.01,7.29263e-10,0.699667,0
0.0133333,1.34475e-10,0.699333,0
0.0166667,-4.18922e-09,0.698889,0
0.02,-5.29242e-09,0.698333,0
0.0233333,-6.61566e-09,0.697667,0
0.0266667,-1.18753e-08,0.696889,0
0.03,-1.39196e-08,0.696,0
0.0333333,-1.50422e-08,0.695,0
0.0366667,-2.00267e-08,0.693889,0
0.04,-2.06308e-08,0.692667,0
0.0433333,-2.47317e-08,0.691333,7.94729e-09
0.0466667,-2.4392e-08,0.689889,7.94729e-09
0.05,-2.71567e-08,0.688333,7.94729e-09
0.0533333,-2.54104e-08,0.686667,3.97364e-09
0.0566667,-2.80273e-08,0.684889,3.97364e-09
0.06,-2.96764e-08,0.683,3.97364e-09
0.0633333,-3.16237e-08,0.681,3.97364e-09
0.0666667,-3.35621e-08,0.678889,0
0.07,-3.96537e-08,0.676667,0
0.0733333,-3.83076e-08,0.674333,3.97364e-09
0.0766667,-4.07487e-08,0.671889,7.94729e-09
0.08,-3.95746e-08,0.669333,7.94729e-09
0.0833333,-3.84882e-08,0.666667,7.94729e-09
0.0866667,-3.70177e-08,0.663889,7.94729e-09
0.09,-3.90039e-08,0.661,7.94729e-09
0.0933333,-3.79457e-08,0.658,7.94729e-09
0.0966667,-3.23198e-08,0.654889,7.94729e-09
0.1,-3.04811e-08,0.651667,7.94729e-09
0.103333,-3.22799e-08,0.648333,1.19209e-08
0.106667,-3.04308e-08,0.644889,1.19209e-08
0.11,-2.91371e-08,0.641333,1.58946e-08
0.113333,-2.84537e-08,0.637667,1.58946e-08
0.116667,-2.76437e-08,0.633889,1.58946e-08
0.12,-2.66234e-08,0.63,1.98682e-08
0.123333,-2.49357e-08,0.626,2.38419e-08
0.126667,-2.26292e-08,0.621889,2.38419e-08
0.13,-2.10624e-08,0.617667,2.38419e-08
0.133333,-2.35921e-08,0.613333,2.38419e-08
0.136667,-2.17147e-08,0.608889,2.38419e-08
0.14,-1.97532e-08,0.604333,2.38419e-08
0.143333,-1.83115e-08,0.599667,2.38419e-08
0.146667,-1.68198e-08,0.594889,2.78155e-08
0.15,-1.23458e-08,0.59,2.78155e-08
0.153333,-1.57274e-08,0.585,3.17891e-08
0.156667,-1.91726e-08,0.579889,3.17891e-08
0.16,-2.31465e-08,0.574667,3.17891e-08
0.163333,-2.73647e-08,0.569333,3.17891e-08
0.166667,-2.77309e-08,0.563889,3.17891e-08
0.17,-2.8063e-08,0.558333,3.57628e-08
0.173333,-2.81998e-08,0.552667,3.57628e-08
0.176667,-2.8891e-08,0.546889,3.57628e-08
